trip_id,customer_id,driver_id,pickup_location,drop_location,trip_fare
TRIP15030,CUST1936,DRIVER3594,Hyderabad,Pune,816.46
TRIP15034,CUST38249,DRIVER6854,Bangalore,Pune,769.25
TRIP15038,CUST43876,DRIVER1990,Ahmedabad,Lucknow,850.08
TRIP15039,CUST15382,DRIVER9605,Jaipur,Ahmedabad,865.58
TRIP15046,CUST16424,DRIVER8071,Hyderabad,Bangalore,606.07
TRIP15050,CUST47184,DRIVER5585,Jaipur,Ahmedabad,92.38
TRIP15051,CUST49160,DRIVER8282,Chennai,Ahmedabad,446.4
TRIP15055,CUST41250,DRIVER633,Lucknow,Jaipur,256.4
TRIP15057,CUST26877,DRIVER1854,Kolkata,Chennai,673.7
TRIP15061,CUST10587,DRIVER8499,Chennai,Kolkata,130.66
TRIP15062,CUST12933,DRIVER3218,Kolkata,Pune,367.32
TRIP15063,CUST18502,DRIVER6803,Pune,Chennai,687.56
TRIP15065,CUST35478,DRIVER6981,Mumbai,Kolkata,683.64
TRIP15067,CUST49735,DRIVER7146,Mumbai,Lucknow,677.49
TRIP15069,CUST29455,DRIVER4683,Delhi,Lucknow,299.61
TRIP15070,CUST41708,DRIVER2851,Lucknow,Delhi,621.71
TRIP15078,CUST9076,DRIVER7979,Mumbai,Bangalore,614.87
TRIP15092,CUST46829,DRIVER2992,Bangalore,Jaipur,475.28
TRIP15093,CUST8975,DRIVER3617,Hyderabad,Mumbai,569.88
TRIP15094,CUST6760,DRIVER6182,Kolkata,Mumbai,885.21
TRIP15099,CUST49367,DRIVER8980,Lucknow,Bangalore,482.81
TRIP15109,CUST10438,DRIVER3613,Pune,Chennai,244.46
TRIP15110,CUST44192,DRIVER3087,Kolkata,Jaipur,131.13
TRIP15112,CUST6713,DRIVER7593,Delhi,Mumbai,890.57
TRIP15113,CUST21146,DRIVER2497,Jaipur,Mumbai,56.01
TRIP15119,CUST35776,DRIVER2687,Mumbai,Delhi,786.1
TRIP15123,CUST13964,DRIVER784,Bangalore,Jaipur,909.53
TRIP15125,CUST30632,DRIVER5066,Chennai,Lucknow,787.98
TRIP15130,CUST26808,DRIVER5132,Pune,Delhi,741.83
TRIP15132,CUST47509,DRIVER3916,Pune,Bangalore,237.44
TRIP15133,CUST48466,DRIVER3505,Chennai,Mumbai,342.69
TRIP15137,CUST12170,DRIVER5072,Pune,Kolkata,441.44
TRIP15139,CUST12249,DRIVER2185,Bangalore,Chennai,977.15
TRIP15141,CUST30820,DRIVER4954,Hyderabad,Pune,341.74
TRIP15145,CUST47459,DRIVER8610,Jaipur,Lucknow,290.96
TRIP15146,CUST13020,DRIVER1980,Ahmedabad,Chennai,468.85
TRIP15147,CUST13240,DRIVER8460,Lucknow,Delhi,151.15
TRIP15149,CUST7110,DRIVER1763,Kolkata,Chennai,436.13
TRIP15154,CUST22218,DRIVER4907,Pune,Hyderabad,333.41
TRIP15156,CUST19359,DRIVER4907,Delhi,Mumbai,524.1
TRIP15165,CUST41263,DRIVER8391,Pune,Chennai,858.59
TRIP15170,CUST24635,DRIVER6159,Mumbai,Hyderabad,422.13
TRIP15171,CUST39806,DRIVER8130,Pune,Kolkata,514.62
TRIP15176,CUST33238,DRIVER6984,Pune,Lucknow,196.27
TRIP15180,CUST44355,DRIVER2476,Bangalore,Lucknow,852.17
TRIP15181,CUST39205,DRIVER3796,Ahmedabad,Mumbai,722.32
TRIP15183,CUST40774,DRIVER6291,Ahmedabad,Delhi,725.4
TRIP15184,CUST18359,DRIVER8130,Ahmedabad,Chennai,91.73
TRIP15185,CUST29193,DRIVER6900,Delhi,Kolkata,637.66
TRIP15187,CUST9277,DRIVER2136,Jaipur,Bangalore,519.72
TRIP15189,CUST18864,DRIVER7163,Kolkata,Chennai,890.83
TRIP15195,CUST2086,DRIVER1168,Chennai,Mumbai,575.74
TRIP15201,CUST24752,DRIVER716,Ahmedabad,Jaipur,983.35
TRIP15206,CUST44202,DRIVER6974,Kolkata,Lucknow,216.16
TRIP15210,CUST2591,DRIVER8635,Kolkata,Hyderabad,353.83
TRIP15217,CUST29072,DRIVER9990,Chennai,Kolkata,919.52
TRIP15218,CUST27036,DRIVER4807,Mumbai,Pune,372.37
TRIP15222,CUST16698,DRIVER7689,Bangalore,Pune,282.21
TRIP15223,CUST44835,DRIVER3779,Kolkata,Bangalore,559.1
TRIP15231,CUST47703,DRIVER7464,Hyderabad,Lucknow,284.2
TRIP15238,CUST30061,DRIVER9151,Lucknow,Jaipur,713.43
TRIP15239,CUST5763,DRIVER5065,Delhi,Mumbai,241.8
TRIP15240,CUST20321,DRIVER2295,Pune,Ahmedabad,727.13
TRIP15242,CUST20826,DRIVER9705,Kolkata,Bangalore,93.72
TRIP15243,CUST31003,DRIVER1655,Lucknow,Delhi,583.43
TRIP15244,CUST9353,DRIVER7359,Bangalore,Lucknow,906.1
TRIP15249,CUST5803,DRIVER3596,Hyderabad,Delhi,160.25
TRIP15252,CUST33993,DRIVER692,Delhi,Jaipur,242.35
TRIP15255,CUST17266,DRIVER1123,Bangalore,Lucknow,380.13
TRIP15256,CUST48942,DRIVER1854,Bangalore,Hyderabad,656.42
TRIP15259,CUST19637,DRIVER9294,Mumbai,Ahmedabad,636.79
TRIP15260,CUST4910,DRIVER798,Bangalore,Ahmedabad,527.78
TRIP15261,CUST43408,DRIVER7163,Chennai,Kolkata,971.95
TRIP15266,CUST31656,DRIVER3021,Kolkata,Mumbai,553.74
TRIP15276,CUST43517,DRIVER1813,Chennai,Lucknow,781.12
TRIP15282,CUST48073,DRIVER7129,Lucknow,Hyderabad,979.21
TRIP15283,CUST32996,DRIVER9245,Hyderabad,Ahmedabad,778.55
TRIP15286,CUST16980,DRIVER9981,Delhi,Lucknow,978.0
TRIP15289,CUST45898,DRIVER365,Jaipur,Bangalore,293.29
TRIP15299,CUST22009,DRIVER309,Lucknow,Jaipur,232.69
TRIP15303,CUST48389,DRIVER6669,Kolkata,Ahmedabad,966.38
TRIP15305,CUST46875,DRIVER7082,Lucknow,Mumbai,773.5
TRIP15306,CUST30660,DRIVER2239,Mumbai,Ahmedabad,618.49
TRIP15307,CUST47617,DRIVER2796,Delhi,Ahmedabad,463.11
TRIP15310,CUST34786,DRIVER8690,Kolkata,Delhi,807.42
TRIP15312,CUST39125,DRIVER255,Ahmedabad,Jaipur,135.29
TRIP15317,CUST22487,DRIVER1487,Mumbai,Pune,104.16
TRIP15320,CUST22483,DRIVER6447,Pune,Ahmedabad,168.84
TRIP15321,CUST20970,DRIVER763,Kolkata,Lucknow,678.57
TRIP15324,CUST31813,DRIVER9594,Bangalore,Hyderabad,815.29
TRIP15325,CUST48655,DRIVER3630,Mumbai,Delhi,407.31
TRIP15326,CUST49781,DRIVER5520,Jaipur,Mumbai,371.06
TRIP15329,CUST14255,DRIVER9790,Hyderabad,Mumbai,392.22
TRIP15334,CUST39658,DRIVER7465,Mumbai,Chennai,176.65
TRIP15336,CUST47291,DRIVER7846,Lucknow,Delhi,642.59
TRIP15338,CUST19657,DRIVER9989,Lucknow,Pune,201.74
TRIP15341,CUST42217,DRIVER5493,Ahmedabad,Bangalore,95.62
TRIP15348,CUST5908,DRIVER306,Bangalore,Delhi,744.74
TRIP15349,CUST23680,DRIVER9874,Chennai,Ahmedabad,721.29
TRIP15354,CUST45736,DRIVER8298,Delhi,Bangalore,774.4
TRIP15355,CUST42306,DRIVER1352,Hyderabad,Kolkata,720.36
TRIP15358,CUST41565,DRIVER177,Kolkata,Pune,674.3
TRIP15362,CUST12083,DRIVER1499,Jaipur,Delhi,592.67
TRIP15363,CUST42799,DRIVER3120,Lucknow,Ahmedabad,988.25
TRIP15366,CUST12394,DRIVER204,Kolkata,Jaipur,882.13
TRIP15368,CUST6166,DRIVER5352,Hyderabad,Kolkata,755.34
TRIP15370,CUST46470,DRIVER8733,Lucknow,Delhi,604.87
TRIP15374,CUST28488,DRIVER8303,Hyderabad,Chennai,913.08
TRIP15375,CUST32937,DRIVER5642,Ahmedabad,Chennai,925.45
TRIP15381,CUST19977,DRIVER9262,Jaipur,Pune,212.71
TRIP15382,CUST23865,DRIVER6507,Mumbai,Ahmedabad,312.2
TRIP15387,CUST18969,DRIVER3410,Jaipur,Mumbai,333.48
TRIP15394,CUST5124,DRIVER3606,Ahmedabad,Jaipur,370.2
TRIP15397,CUST6921,DRIVER967,Bangalore,Hyderabad,90.16
TRIP15398,CUST32404,DRIVER6559,Pune,Mumbai,966.61
TRIP15402,CUST36056,DRIVER9489,Chennai,Mumbai,934.37
TRIP15403,CUST49316,DRIVER3981,Ahmedabad,Bangalore,78.98
TRIP15404,CUST37691,DRIVER4333,Hyderabad,Delhi,866.12
TRIP15406,CUST8491,DRIVER7259,Delhi,Mumbai,970.46
TRIP15408,CUST34816,DRIVER6261,Delhi,Kolkata,441.39
TRIP15409,CUST32903,DRIVER5791,Ahmedabad,Kolkata,979.89
TRIP15410,CUST32525,DRIVER3311,Lucknow,Ahmedabad,263.49
TRIP15413,CUST10650,DRIVER7895,Ahmedabad,Bangalore,302.73
TRIP15414,CUST150,DRIVER5809,Ahmedabad,Kolkata,895.53
TRIP15415,CUST31787,DRIVER9489,Jaipur,Delhi,811.58
TRIP15419,CUST6246,DRIVER5155,Pune,Delhi,627.6
TRIP15422,CUST22834,DRIVER6959,Ahmedabad,Chennai,982.28
TRIP15426,CUST4391,DRIVER3512,Mumbai,Delhi,103.21
TRIP15437,CUST9446,DRIVER8865,Jaipur,Pune,433.13
TRIP15439,CUST15787,DRIVER4752,Jaipur,Bangalore,915.7
TRIP15442,CUST20550,DRIVER3923,Bangalore,Ahmedabad,539.09
TRIP15447,CUST43870,DRIVER1183,Pune,Bangalore,397.9
TRIP15449,CUST40681,DRIVER407,Lucknow,Pune,414.05
TRIP15451,CUST47162,DRIVER1304,Bangalore,Lucknow,169.44
TRIP15453,CUST6384,DRIVER3352,Ahmedabad,Chennai,323.71
TRIP15454,CUST36509,DRIVER8200,Lucknow,Ahmedabad,238.7
TRIP15455,CUST32864,DRIVER8263,Ahmedabad,Hyderabad,496.68
TRIP15463,CUST5031,DRIVER8944,Pune,Chennai,126.37
TRIP15465,CUST2426,DRIVER8645,Delhi,Bangalore,211.85
TRIP15467,CUST15359,DRIVER2424,Bangalore,Hyderabad,284.41
TRIP15474,CUST8544,DRIVER8910,Kolkata,Delhi,458.1
TRIP15478,CUST16902,DRIVER7696,Jaipur,Hyderabad,655.12
TRIP15480,CUST38127,DRIVER4405,Delhi,Ahmedabad,440.75
TRIP15482,CUST31471,DRIVER4131,Hyderabad,Jaipur,802.46
TRIP15483,CUST17571,DRIVER5118,Ahmedabad,Chennai,590.17
TRIP15488,CUST37352,DRIVER7145,Kolkata,Delhi,616.44
TRIP15498,CUST3265,DRIVER1580,Jaipur,Delhi,724.74
TRIP15499,CUST36511,DRIVER9235,Lucknow,Bangalore,191.92
TRIP15500,CUST29998,DRIVER887,Jaipur,Hyderabad,497.42
TRIP15503,CUST22652,DRIVER9159,Lucknow,Bangalore,74.27
TRIP15508,CUST30573,DRIVER3817,Hyderabad,Kolkata,852.15
TRIP15509,CUST41723,DRIVER2376,Chennai,Pune,643.96
TRIP15511,CUST39596,DRIVER48,Chennai,Kolkata,81.92
TRIP15513,CUST42657,DRIVER3306,Chennai,Hyderabad,246.17
TRIP15521,CUST9984,DRIVER714,Bangalore,Ahmedabad,156.83
TRIP15525,CUST9900,DRIVER352,Delhi,Jaipur,352.25
TRIP15528,CUST5565,DRIVER9843,Kolkata,Mumbai,748.89
TRIP15529,CUST20042,DRIVER5660,Hyderabad,Jaipur,295.55
TRIP15533,CUST26646,DRIVER375,Bangalore,Delhi,719.94
TRIP15536,CUST16088,DRIVER9903,Bangalore,Hyderabad,836.46
TRIP15538,CUST6903,DRIVER1581,Bangalore,Jaipur,468.19
TRIP15539,CUST26247,DRIVER379,Hyderabad,Lucknow,265.11
TRIP15540,CUST12155,DRIVER6505,Bangalore,Lucknow,727.86
TRIP15541,CUST26561,DRIVER7368,Ahmedabad,Jaipur,725.09
TRIP15542,CUST38291,DRIVER642,Delhi,Kolkata,568.07
TRIP15548,CUST35497,DRIVER6710,Pune,Mumbai,98.73
TRIP15550,CUST15900,DRIVER7910,Lucknow,Bangalore,587.55
TRIP15556,CUST24100,DRIVER5977,Delhi,Pune,805.75
TRIP15565,CUST26953,DRIVER6661,Pune,Ahmedabad,419.97
TRIP15570,CUST30178,DRIVER2006,Chennai,Pune,52.84
TRIP15573,CUST39748,DRIVER7741,Lucknow,Ahmedabad,77.99
TRIP15575,CUST44287,DRIVER4382,Pune,Delhi,308.4
TRIP15578,CUST39149,DRIVER4418,Kolkata,Lucknow,73.93
TRIP15579,CUST47654,DRIVER609,Hyderabad,Ahmedabad,686.66
TRIP15580,CUST42858,DRIVER8359,Mumbai,Lucknow,977.39
TRIP15581,CUST29707,DRIVER3210,Ahmedabad,Kolkata,689.49
TRIP15582,CUST11703,DRIVER2470,Chennai,Ahmedabad,477.81
TRIP15584,CUST48495,DRIVER2216,Delhi,Hyderabad,980.36
TRIP15586,CUST12038,DRIVER7474,Kolkata,Bangalore,925.64
TRIP15587,CUST45121,DRIVER590,Kolkata,Jaipur,202.62
TRIP15591,CUST32376,DRIVER8952,Mumbai,Delhi,505.89
TRIP15596,CUST1145,DRIVER1356,Kolkata,Bangalore,302.58
TRIP15599,CUST13365,DRIVER6888,Pune,Kolkata,976.65
TRIP15600,CUST9799,DRIVER2212,Pune,Delhi,525.59
TRIP15602,CUST25651,DRIVER840,Jaipur,Kolkata,619.65
TRIP15603,CUST16519,DRIVER7885,Kolkata,Delhi,396.14
TRIP15608,CUST42175,DRIVER8629,Mumbai,Lucknow,331.52
TRIP15612,CUST41639,DRIVER1378,Jaipur,Ahmedabad,310.98
TRIP15613,CUST4963,DRIVER6650,Chennai,Pune,719.86
TRIP15615,CUST47726,DRIVER5691,Lucknow,Pune,165.15
TRIP15616,CUST20278,DRIVER4328,Chennai,Mumbai,807.26
TRIP15620,CUST7396,DRIVER198,Delhi,Bangalore,248.61
TRIP15626,CUST24063,DRIVER7091,Chennai,Delhi,268.92
TRIP15627,CUST37303,DRIVER4875,Chennai,Mumbai,648.13
TRIP15631,CUST37719,DRIVER1039,Chennai,Jaipur,169.1
TRIP15635,CUST36763,DRIVER9995,Delhi,Bangalore,75.52
TRIP15637,CUST16277,DRIVER9537,Hyderabad,Jaipur,661.02
TRIP15638,CUST188,DRIVER781,Jaipur,Chennai,59.72
TRIP15639,CUST1403,DRIVER5012,Jaipur,Chennai,535.22
TRIP15645,CUST47541,DRIVER9351,Delhi,Kolkata,846.62
TRIP15647,CUST28915,DRIVER2046,Lucknow,Chennai,517.65
TRIP15650,CUST38613,DRIVER5835,Lucknow,Ahmedabad,847.7
TRIP15665,CUST9114,DRIVER4229,Ahmedabad,Hyderabad,824.38
TRIP15674,CUST14297,DRIVER9917,Kolkata,Mumbai,158.57
TRIP15675,CUST9880,DRIVER5478,Jaipur,Pune,483.53
TRIP15678,CUST40975,DRIVER7969,Hyderabad,Kolkata,895.84
TRIP15680,CUST44195,DRIVER6779,Delhi,Kolkata,936.03
TRIP15684,CUST22402,DRIVER2605,Bangalore,Ahmedabad,926.27
TRIP15688,CUST28508,DRIVER5590,Bangalore,Delhi,278.8
TRIP15689,CUST21833,DRIVER8864,Ahmedabad,Kolkata,760.49
TRIP15692,CUST26201,DRIVER3,Ahmedabad,Lucknow,665.01
TRIP15694,CUST32616,DRIVER2216,Lucknow,Pune,893.79
TRIP15696,CUST33610,DRIVER1962,Lucknow,Kolkata,460.13
TRIP15700,CUST22940,DRIVER9645,Bangalore,Hyderabad,466.82
TRIP15702,CUST22427,DRIVER512,Hyderabad,Mumbai,589.41
TRIP15710,CUST19212,DRIVER1315,Chennai,Delhi,882.67
TRIP15712,CUST33624,DRIVER5629,Kolkata,Ahmedabad,402.34
TRIP15715,CUST35721,DRIVER974,Chennai,Hyderabad,285.48
TRIP15717,CUST5412,DRIVER1378,Bangalore,Lucknow,77.0
TRIP15718,CUST6178,DRIVER8262,Pune,Lucknow,692.77
TRIP15719,CUST8309,DRIVER3612,Hyderabad,Jaipur,432.71
TRIP15721,CUST34242,DRIVER4543,Bangalore,Lucknow,72.95
TRIP15723,CUST49871,DRIVER9904,Pune,Hyderabad,444.51
TRIP15725,CUST39859,DRIVER2860,Hyderabad,Jaipur,592.05
TRIP15731,CUST247,DRIVER2052,Hyderabad,Ahmedabad,928.85
TRIP15737,CUST3788,DRIVER9077,Lucknow,Chennai,570.77
TRIP15745,CUST29053,DRIVER379,Lucknow,Chennai,677.45
TRIP15748,CUST25480,DRIVER8369,Bangalore,Chennai,689.28
TRIP15754,CUST44187,DRIVER1704,Lucknow,Delhi,607.8
TRIP15755,CUST23307,DRIVER8912,Ahmedabad,Bangalore,296.24
TRIP15756,CUST25515,DRIVER2615,Jaipur,Delhi,953.18
TRIP15767,CUST11896,DRIVER6407,Kolkata,Bangalore,440.38
TRIP15768,CUST2075,DRIVER3204,Kolkata,Ahmedabad,975.94
TRIP15773,CUST8617,DRIVER4140,Pune,Jaipur,344.48
TRIP15774,CUST11180,DRIVER6201,Chennai,Mumbai,586.39
TRIP15779,CUST37364,DRIVER844,Ahmedabad,Pune,842.26
TRIP15792,CUST11829,DRIVER7082,Chennai,Hyderabad,306.87
TRIP15793,CUST46609,DRIVER1906,Chennai,Ahmedabad,481.31
TRIP15796,CUST49027,DRIVER32,Mumbai,Bangalore,143.01
TRIP15798,CUST7797,DRIVER7471,Chennai,Kolkata,894.51
TRIP15799,CUST32972,DRIVER7432,Ahmedabad,Kolkata,491.44
TRIP15800,CUST26464,DRIVER7773,Ahmedabad,Mumbai,229.64
TRIP15801,CUST21719,DRIVER4879,Chennai,Jaipur,539.45
TRIP15805,CUST17100,DRIVER2605,Ahmedabad,Chennai,794.2
TRIP15806,CUST33639,DRIVER8201,Chennai,Ahmedabad,839.59
TRIP15807,CUST43203,DRIVER7508,Ahmedabad,Pune,372.71
TRIP15808,CUST12152,DRIVER5827,Bangalore,Pune,298.74
TRIP15809,CUST11605,DRIVER6897,Ahmedabad,Mumbai,629.01
TRIP15810,CUST9095,DRIVER2313,Jaipur,Ahmedabad,526.94
TRIP15816,CUST26865,DRIVER9715,Hyderabad,Mumbai,920.43
TRIP15817,CUST31434,DRIVER6311,Kolkata,Delhi,305.2
TRIP15822,CUST17936,DRIVER201,Hyderabad,Delhi,688.51
TRIP15826,CUST9250,DRIVER677,Jaipur,Ahmedabad,61.72
TRIP15829,CUST20514,DRIVER313,Hyderabad,Bangalore,525.37
TRIP15836,CUST45159,DRIVER9704,Mumbai,Ahmedabad,114.92
TRIP15838,CUST27740,DRIVER3792,Kolkata,Jaipur,825.58
TRIP15850,CUST45830,DRIVER5615,Pune,Ahmedabad,279.75
TRIP15853,CUST3419,DRIVER8377,Ahmedabad,Mumbai,754.63
TRIP15856,CUST11075,DRIVER1474,Bangalore,Ahmedabad,535.49
TRIP15859,CUST15467,DRIVER5532,Kolkata,Jaipur,294.05
TRIP15860,CUST19964,DRIVER9716,Kolkata,Chennai,504.51
TRIP15868,CUST31095,DRIVER10,Hyderabad,Jaipur,557.82
TRIP15871,CUST16350,DRIVER6959,Pune,Mumbai,117.47
TRIP15873,CUST44001,DRIVER3284,Lucknow,Pune,467.02
TRIP15874,CUST14746,DRIVER801,Ahmedabad,Hyderabad,121.35
TRIP15875,CUST28603,DRIVER8290,Hyderabad,Kolkata,544.83
TRIP15876,CUST45313,DRIVER408,Ahmedabad,Jaipur,118.89
TRIP15877,CUST21450,DRIVER9948,Kolkata,Jaipur,719.53
TRIP15879,CUST25232,DRIVER1884,Hyderabad,Ahmedabad,659.63
TRIP15880,CUST31384,DRIVER4192,Hyderabad,Ahmedabad,893.42
TRIP15887,CUST30051,DRIVER454,Bangalore,Jaipur,490.74
TRIP15888,CUST2374,DRIVER8056,Delhi,Pune,761.4
TRIP15890,CUST30878,DRIVER2419,Lucknow,Bangalore,314.02
TRIP15891,CUST17685,DRIVER9181,Delhi,Ahmedabad,595.09
TRIP15897,CUST20202,DRIVER9439,Jaipur,Delhi,332.12
TRIP15899,CUST23845,DRIVER3936,Chennai,Ahmedabad,604.97
TRIP15909,CUST20667,DRIVER7950,Mumbai,Hyderabad,703.56
TRIP15914,CUST4,DRIVER8951,Delhi,Lucknow,444.84
TRIP15916,CUST15469,DRIVER8680,Bangalore,Pune,107.1
TRIP15918,CUST40186,DRIVER6452,Jaipur,Delhi,206.89
TRIP15924,CUST28412,DRIVER9588,Hyderabad,Mumbai,601.13
TRIP15926,CUST45531,DRIVER4750,Jaipur,Delhi,771.76
TRIP15930,CUST17522,DRIVER8241,Delhi,Ahmedabad,312.33
TRIP15932,CUST16374,DRIVER5138,Mumbai,Hyderabad,715.81
TRIP15938,CUST46186,DRIVER5486,Bangalore,Kolkata,121.62
TRIP15939,CUST26420,DRIVER2238,Kolkata,Mumbai,840.22
TRIP15940,CUST35154,DRIVER2024,Jaipur,Bangalore,479.72
TRIP15941,CUST1157,DRIVER8778,Ahmedabad,Jaipur,156.56
TRIP15943,CUST16664,DRIVER5002,Chennai,Lucknow,642.7
TRIP15946,CUST11693,DRIVER7259,Bangalore,Mumbai,119.98
TRIP15947,CUST9097,DRIVER5478,Hyderabad,Mumbai,990.9
TRIP15955,CUST18206,DRIVER6434,Mumbai,Delhi,371.31
TRIP15957,CUST25594,DRIVER6326,Jaipur,Kolkata,151.87
TRIP15960,CUST1041,DRIVER5460,Jaipur,Bangalore,111.62
TRIP15961,CUST29966,DRIVER6697,Lucknow,Kolkata,613.74
TRIP15967,CUST36819,DRIVER5509,Bangalore,Mumbai,826.46
TRIP15969,CUST29098,DRIVER2309,Jaipur,Ahmedabad,882.21
TRIP15979,CUST20322,DRIVER4350,Pune,Ahmedabad,64.7
TRIP15981,CUST40507,DRIVER7663,Bangalore,Kolkata,467.45
TRIP15983,CUST46974,DRIVER6355,Jaipur,Lucknow,444.43
TRIP15986,CUST29303,DRIVER6945,Delhi,Ahmedabad,910.83
TRIP15991,CUST26763,DRIVER6089,Lucknow,Pune,553.36
TRIP15992,CUST35119,DRIVER487,Pune,Chennai,648.24
TRIP15994,CUST40194,DRIVER942,Mumbai,Chennai,117.94
TRIP15997,CUST36930,DRIVER9873,Mumbai,Kolkata,396.18
TRIP16005,CUST13704,DRIVER43,Pune,Ahmedabad,911.15
TRIP16009,CUST22703,DRIVER8951,Jaipur,Hyderabad,393.09
TRIP16011,CUST39900,DRIVER2094,Lucknow,Pune,743.46
TRIP16012,CUST36813,DRIVER9506,Bangalore,Lucknow,656.52
TRIP16014,CUST44877,DRIVER7412,Hyderabad,Lucknow,581.48
TRIP16020,CUST27212,DRIVER8572,Pune,Bangalore,364.86
TRIP16022,CUST19345,DRIVER2995,Bangalore,Kolkata,209.8
TRIP16024,CUST46612,DRIVER6362,Chennai,Jaipur,654.12
TRIP16025,CUST41386,DRIVER6036,Kolkata,Lucknow,602.37
TRIP16026,CUST44306,DRIVER8327,Lucknow,Hyderabad,298.11
TRIP16028,CUST12126,DRIVER750,Delhi,Mumbai,653.99
TRIP16037,CUST28247,DRIVER8069,Mumbai,Chennai,621.46
TRIP16038,CUST34060,DRIVER1936,Lucknow,Ahmedabad,824.04
TRIP16041,CUST22766,DRIVER4678,Kolkata,Jaipur,820.66
TRIP16047,CUST41473,DRIVER2630,Ahmedabad,Bangalore,652.45
TRIP16050,CUST15915,DRIVER6997,Chennai,Lucknow,399.73
TRIP16051,CUST30750,DRIVER5135,Hyderabad,Ahmedabad,589.37
TRIP16052,CUST23059,DRIVER8975,Kolkata,Delhi,878.0
TRIP16059,CUST7590,DRIVER6047,Mumbai,Lucknow,474.47
TRIP16061,CUST49073,DRIVER9519,Chennai,Kolkata,226.35
TRIP16062,CUST2948,DRIVER5135,Pune,Delhi,126.5
TRIP16065,CUST20263,DRIVER840,Lucknow,Jaipur,770.4
TRIP16066,CUST30423,DRIVER680,Hyderabad,Delhi,939.5
TRIP16070,CUST39859,DRIVER5675,Pune,Kolkata,350.91
TRIP16074,CUST17748,DRIVER9605,Lucknow,Pune,662.5
TRIP16076,CUST20266,DRIVER1658,Kolkata,Bangalore,345.32
TRIP16077,CUST22699,DRIVER1367,Lucknow,Jaipur,283.13
TRIP16079,CUST28860,DRIVER1484,Ahmedabad,Pune,691.03
TRIP16080,CUST18091,DRIVER8790,Mumbai,Chennai,156.08
TRIP16083,CUST34335,DRIVER388,Chennai,Ahmedabad,987.02
TRIP16085,CUST49811,DRIVER4552,Delhi,Mumbai,454.45
TRIP16087,CUST29778,DRIVER3256,Pune,Jaipur,682.78
TRIP16089,CUST21727,DRIVER8520,Pune,Mumbai,907.53
TRIP16096,CUST36183,DRIVER8865,Ahmedabad,Pune,738.81
TRIP16101,CUST875,DRIVER6026,Bangalore,Kolkata,655.82
TRIP16104,CUST9548,DRIVER7783,Chennai,Jaipur,251.33
TRIP16106,CUST3742,DRIVER1819,Bangalore,Pune,919.25
TRIP16108,CUST48974,DRIVER4015,Lucknow,Kolkata,703.89
TRIP16109,CUST35921,DRIVER4154,Pune,Hyderabad,533.39
TRIP16112,CUST7359,DRIVER5973,Ahmedabad,Bangalore,560.75
TRIP16115,CUST14646,DRIVER4280,Delhi,Ahmedabad,96.92
TRIP16118,CUST13480,DRIVER3174,Bangalore,Delhi,160.09
TRIP16119,CUST24272,DRIVER7080,Lucknow,Chennai,379.08
TRIP16121,CUST13153,DRIVER638,Pune,Bangalore,478.07
TRIP16129,CUST39543,DRIVER8420,Bangalore,Lucknow,764.19
TRIP16144,CUST14672,DRIVER7846,Pune,Chennai,253.54
TRIP16145,CUST30606,DRIVER1051,Lucknow,Bangalore,870.71
TRIP16146,CUST10587,DRIVER9470,Bangalore,Jaipur,420.37
TRIP16149,CUST11528,DRIVER5286,Chennai,Ahmedabad,474.4
TRIP16152,CUST12600,DRIVER1091,Kolkata,Mumbai,974.25
TRIP16153,CUST14650,DRIVER711,Bangalore,Mumbai,296.19
TRIP16154,CUST19701,DRIVER396,Ahmedabad,Lucknow,227.7
TRIP16157,CUST5379,DRIVER2461,Delhi,Lucknow,282.17
TRIP16160,CUST2780,DRIVER8398,Hyderabad,Jaipur,300.09
TRIP16179,CUST1214,DRIVER8417,Lucknow,Hyderabad,984.97
TRIP16184,CUST3419,DRIVER4874,Lucknow,Delhi,365.86
TRIP16185,CUST662,DRIVER337,Chennai,Pune,534.02
TRIP16186,CUST9322,DRIVER1723,Pune,Mumbai,518.35
TRIP16191,CUST7666,DRIVER8327,Chennai,Bangalore,673.89
TRIP16200,CUST25040,DRIVER8434,Mumbai,Jaipur,671.59
TRIP16203,CUST20412,DRIVER563,Chennai,Ahmedabad,465.72
TRIP16204,CUST38266,DRIVER5206,Pune,Mumbai,707.01
TRIP16207,CUST26026,DRIVER7698,Ahmedabad,Hyderabad,583.42
TRIP16210,CUST13886,DRIVER5505,Delhi,Mumbai,948.5
TRIP16212,CUST29717,DRIVER8396,Pune,Hyderabad,898.04
TRIP16213,CUST11142,DRIVER2655,Ahmedabad,Mumbai,970.78
TRIP16214,CUST45231,DRIVER3665,Ahmedabad,Bangalore,789.36
TRIP16215,CUST32837,DRIVER9283,Jaipur,Delhi,606.18
TRIP16219,CUST47308,DRIVER2123,Jaipur,Delhi,188.44
TRIP16224,CUST23065,DRIVER3736,Hyderabad,Jaipur,70.21
TRIP16230,CUST17108,DRIVER9144,Jaipur,Bangalore,395.07
TRIP16232,CUST23748,DRIVER2592,Jaipur,Ahmedabad,362.13
TRIP16234,CUST34700,DRIVER4809,Ahmedabad,Mumbai,302.79
TRIP16235,CUST24907,DRIVER4335,Hyderabad,Lucknow,898.3
