payment_id,trip_id,trip_fare,mode_of_payment
PAY22076,TRIP22076,589.33,Cash
PAY22081,TRIP22081,338.62,UPI
PAY22083,TRIP22083,664.67,Card
PAY22086,TRIP22086,399.97,Wallet
PAY22088,TRIP22088,803.47,Wallet
PAY22091,TRIP22091,168.57,Card
PAY22094,TRIP22094,659.16,Card
PAY22096,TRIP22096,664.12,Card
PAY22097,TRIP22097,411.66,Wallet
PAY22098,TRIP22098,496.4,UPI
PAY22104,TRIP22104,355.56,Card
PAY22107,TRIP22107,270.23,Cash
PAY22115,TRIP22115,472.72,Wallet
PAY22120,TRIP22120,357.62,Card
PAY22124,TRIP22124,305.41,UPI
PAY22132,TRIP22132,237.09,Card
PAY22136,TRIP22136,292.26,Wallet
PAY22139,TRIP22139,163.14,Cash
PAY22142,TRIP22142,141.19,Card
PAY22144,TRIP22144,415.72,UPI
PAY22146,TRIP22146,674.78,UPI
PAY22147,TRIP22147,963.29,Wallet
PAY22149,TRIP22149,922.64,Card
PAY22154,TRIP22154,966.09,Cash
PAY22159,TRIP22159,286.87,UPI
PAY22162,TRIP22162,79.35,UPI
PAY22165,TRIP22165,770.49,Cash
PAY22166,TRIP22166,234.81,Cash
PAY22169,TRIP22169,747.61,UPI
PAY22170,TRIP22170,825.55,Cash
PAY22174,TRIP22174,856.25,Wallet
PAY22175,TRIP22175,196.73,Wallet
PAY22176,TRIP22176,510.51,Cash
PAY22178,TRIP22178,973.6,Wallet
PAY22179,TRIP22179,200.06,Card
PAY22182,TRIP22182,233.53,Cash
PAY22183,TRIP22183,80.69,Cash
PAY22185,TRIP22185,162.7,Cash
PAY22186,TRIP22186,424.52,Wallet
PAY22189,TRIP22189,528.58,Card
PAY22191,TRIP22191,82.91,Wallet
PAY22192,TRIP22192,288.98,Card
PAY22194,TRIP22194,478.3,UPI
PAY22196,TRIP22196,721.01,Card
PAY22204,TRIP22204,391.51,Cash
PAY22205,TRIP22205,696.23,Cash
PAY22206,TRIP22206,467.02,UPI
PAY22209,TRIP22209,299.41,Cash
PAY22210,TRIP22210,625.72,Cash
PAY22212,TRIP22212,494.41,Card
PAY22219,TRIP22219,246.59,UPI
PAY22220,TRIP22220,95.82,UPI
PAY22221,TRIP22221,882.97,Cash
PAY22232,TRIP22232,585.22,Cash
PAY22233,TRIP22233,930.8,Card
PAY22234,TRIP22234,155.52,Cash
PAY22240,TRIP22240,303.15,UPI
PAY22241,TRIP22241,257.46,Cash
PAY22242,TRIP22242,105.46,Wallet
PAY22243,TRIP22243,995.89,UPI
PAY22244,TRIP22244,783.93,UPI
PAY22251,TRIP22251,784.92,UPI
PAY22252,TRIP22252,758.23,Card
PAY22257,TRIP22257,715.66,Wallet
PAY22259,TRIP22259,636.24,Cash
PAY22260,TRIP22260,52.14,Wallet
PAY22262,TRIP22262,552.67,Card
PAY22267,TRIP22267,259.51,Wallet
PAY22273,TRIP22273,595.28,Wallet
PAY22274,TRIP22274,306.84,UPI
PAY22275,TRIP22275,290.3,UPI
PAY22277,TRIP22277,289.54,UPI
PAY22279,TRIP22279,530.45,Wallet
PAY22284,TRIP22284,549.7,Wallet
PAY22286,TRIP22286,311.75,UPI
PAY22287,TRIP22287,151.27,Card
PAY22292,TRIP22292,384.43,UPI
PAY22295,TRIP22295,431.28,Card
PAY22301,TRIP22301,360.03,Wallet
PAY22303,TRIP22303,998.3,UPI
PAY22304,TRIP22304,566.47,Cash
PAY22305,TRIP22305,848.58,UPI
PAY22307,TRIP22307,410.78,Wallet
PAY22312,TRIP22312,97.71,Cash
PAY22313,TRIP22313,715.84,Cash
PAY22324,TRIP22324,820.07,Cash
PAY22327,TRIP22327,287.81,Cash
PAY22331,TRIP22331,206.15,UPI
PAY22334,TRIP22334,422.0,Cash
PAY22338,TRIP22338,610.86,Wallet
PAY22340,TRIP22340,722.68,Wallet
PAY22342,TRIP22342,469.1,Wallet
PAY22348,TRIP22348,871.03,UPI
PAY22355,TRIP22355,626.44,Cash
PAY22357,TRIP22357,720.44,UPI
PAY22358,TRIP22358,288.0,Cash
PAY22365,TRIP22365,129.04,Cash
PAY22368,TRIP22368,78.46,Cash
PAY22369,TRIP22369,729.13,Card
PAY22370,TRIP22370,872.72,Card
PAY22375,TRIP22375,270.04,Cash
PAY22379,TRIP22379,813.63,UPI
PAY22382,TRIP22382,122.44,UPI
PAY22383,TRIP22383,238.56,Wallet
PAY22384,TRIP22384,262.52,Cash
PAY22391,TRIP22391,153.51,Card
PAY22393,TRIP22393,653.01,Card
PAY22396,TRIP22396,527.76,Wallet
PAY22397,TRIP22397,92.26,Card
PAY22405,TRIP22405,773.99,Wallet
PAY22411,TRIP22411,898.66,UPI
PAY22414,TRIP22414,718.83,UPI
PAY22424,TRIP22424,899.93,Card
PAY22425,TRIP22425,551.97,Card
PAY22427,TRIP22427,285.46,Wallet
PAY22428,TRIP22428,888.34,Card
PAY22432,TRIP22432,853.74,UPI
PAY22434,TRIP22434,145.31,Cash
PAY22438,TRIP22438,622.43,UPI
PAY22441,TRIP22441,748.26,Card
PAY22443,TRIP22443,119.81,Wallet
PAY22444,TRIP22444,134.99,Cash
PAY22447,TRIP22447,199.83,UPI
PAY22452,TRIP22452,301.71,Card
PAY22454,TRIP22454,202.51,UPI
PAY22456,TRIP22456,841.83,UPI
PAY22459,TRIP22459,137.43,Cash
PAY22460,TRIP22460,299.79,Wallet
PAY22462,TRIP22462,974.83,Wallet
PAY22463,TRIP22463,757.91,Wallet
PAY22464,TRIP22464,349.56,Wallet
PAY22468,TRIP22468,942.51,Cash
PAY22471,TRIP22471,122.21,UPI
PAY22474,TRIP22474,593.77,UPI
PAY22477,TRIP22477,875.74,Wallet
PAY22479,TRIP22479,315.36,Wallet
PAY22481,TRIP22481,97.89,Cash
PAY22482,TRIP22482,787.03,UPI
PAY22483,TRIP22483,890.04,Wallet
PAY22486,TRIP22486,362.05,Card
PAY22492,TRIP22492,790.18,UPI
PAY22493,TRIP22493,270.11,UPI
PAY22499,TRIP22499,106.35,Cash
PAY22504,TRIP22504,324.52,UPI
PAY22505,TRIP22505,233.64,Cash
PAY22509,TRIP22509,239.85,Card
PAY22512,TRIP22512,616.35,Cash
PAY22516,TRIP22516,728.09,Wallet
PAY22517,TRIP22517,791.02,Card
PAY22520,TRIP22520,536.7,Card
PAY22526,TRIP22526,89.17,Card
PAY22533,TRIP22533,450.57,Cash
PAY22537,TRIP22537,810.63,Wallet
PAY22542,TRIP22542,595.88,Cash
PAY22543,TRIP22543,99.83,Card
PAY22545,TRIP22545,280.84,Cash
PAY22553,TRIP22553,674.51,Wallet
PAY22554,TRIP22554,946.09,Wallet
PAY22556,TRIP22556,372.48,Card
PAY22557,TRIP22557,458.27,UPI
PAY22559,TRIP22559,92.41,UPI
PAY22560,TRIP22560,203.95,Cash
PAY22564,TRIP22564,682.12,Card
PAY22568,TRIP22568,291.75,Wallet
PAY22576,TRIP22576,813.45,Card
PAY22580,TRIP22580,99.03,Wallet
PAY22584,TRIP22584,360.24,Cash
PAY22586,TRIP22586,993.75,UPI
PAY22587,TRIP22587,961.21,Wallet
PAY22593,TRIP22593,797.67,Wallet
PAY22594,TRIP22594,291.7,Card
PAY22598,TRIP22598,896.66,Card
PAY22599,TRIP22599,864.89,Cash
PAY22602,TRIP22602,908.33,Cash
PAY22611,TRIP22611,190.85,UPI
PAY22613,TRIP22613,964.55,Wallet
PAY22614,TRIP22614,190.45,Wallet
PAY22620,TRIP22620,934.85,Wallet
PAY22622,TRIP22622,988.41,Card
PAY22628,TRIP22628,733.97,Wallet
PAY22630,TRIP22630,513.13,Card
PAY22632,TRIP22632,382.35,Cash
PAY22638,TRIP22638,124.61,UPI
PAY22641,TRIP22641,228.15,UPI
PAY22645,TRIP22645,65.2,Wallet
PAY22647,TRIP22647,811.81,Card
PAY22654,TRIP22654,682.08,Wallet
PAY22656,TRIP22656,241.43,Wallet
PAY22657,TRIP22657,186.0,Cash
PAY22668,TRIP22668,352.58,Card
PAY22669,TRIP22669,904.52,Card
PAY22671,TRIP22671,489.33,Card
PAY22679,TRIP22679,920.41,Wallet
PAY22681,TRIP22681,641.41,UPI
PAY22682,TRIP22682,659.45,Cash
PAY22683,TRIP22683,283.26,UPI
PAY22684,TRIP22684,317.17,Cash
PAY22686,TRIP22686,359.97,Cash
PAY22688,TRIP22688,139.19,Card
PAY22690,TRIP22690,706.73,Card
PAY22699,TRIP22699,458.56,Card
PAY22701,TRIP22701,402.29,Card
PAY22704,TRIP22704,558.99,UPI
PAY22709,TRIP22709,337.74,Card
PAY22710,TRIP22710,640.76,Card
PAY22712,TRIP22712,207.64,Card
PAY22713,TRIP22713,969.15,Cash
PAY22717,TRIP22717,948.65,UPI
PAY22719,TRIP22719,888.74,Cash
PAY22720,TRIP22720,606.26,Cash
PAY22722,TRIP22722,713.35,UPI
PAY22725,TRIP22725,419.8,Cash
PAY22728,TRIP22728,981.11,Wallet
PAY22729,TRIP22729,473.4,Cash
PAY22732,TRIP22732,344.74,Wallet
PAY22737,TRIP22737,682.68,UPI
PAY22738,TRIP22738,544.03,Wallet
PAY22740,TRIP22740,515.88,UPI
PAY22744,TRIP22744,785.23,UPI
PAY22746,TRIP22746,893.1,Wallet
PAY22747,TRIP22747,118.76,Card
PAY22748,TRIP22748,702.94,UPI
PAY22749,TRIP22749,61.18,Card
PAY22753,TRIP22753,743.88,Card
PAY22756,TRIP22756,521.78,Cash
PAY22764,TRIP22764,704.55,Wallet
PAY22765,TRIP22765,161.65,Wallet
PAY22767,TRIP22767,859.38,UPI
PAY22771,TRIP22771,819.14,Wallet
PAY22774,TRIP22774,620.5,Wallet
PAY22775,TRIP22775,253.71,Cash
PAY22782,TRIP22782,332.08,Wallet
PAY22785,TRIP22785,442.06,Card
PAY22787,TRIP22787,472.47,Card
PAY22790,TRIP22790,257.18,Card
PAY22794,TRIP22794,500.54,Cash
PAY22796,TRIP22796,719.62,Wallet
PAY22797,TRIP22797,90.6,Cash
PAY22798,TRIP22798,196.39,Card
PAY22799,TRIP22799,693.64,Cash
PAY22800,TRIP22800,414.76,Card
PAY22803,TRIP22803,740.37,UPI
PAY22805,TRIP22805,622.01,Card
PAY22807,TRIP22807,725.23,Wallet
PAY22808,TRIP22808,790.3,Card
PAY22810,TRIP22810,238.95,Wallet
PAY22811,TRIP22811,580.59,UPI
PAY22812,TRIP22812,234.5,Cash
PAY22820,TRIP22820,674.99,UPI
PAY22821,TRIP22821,687.15,Cash
PAY22823,TRIP22823,772.25,Cash
PAY22831,TRIP22831,188.81,Wallet
PAY22836,TRIP22836,441.14,Wallet
PAY22841,TRIP22841,849.97,Cash
PAY22843,TRIP22843,943.81,Card
PAY22845,TRIP22845,296.02,Wallet
PAY22846,TRIP22846,416.44,Card
PAY22850,TRIP22850,265.38,Cash
PAY22851,TRIP22851,146.43,Wallet
PAY22859,TRIP22859,839.63,Cash
PAY22861,TRIP22861,892.16,Cash
PAY22862,TRIP22862,74.82,UPI
PAY22865,TRIP22865,621.67,Cash
PAY22870,TRIP22870,901.1,Wallet
PAY22876,TRIP22876,913.47,Card
PAY22880,TRIP22880,474.85,UPI
PAY22882,TRIP22882,548.35,Wallet
PAY22885,TRIP22885,507.51,UPI
PAY22887,TRIP22887,737.81,Wallet
PAY22888,TRIP22888,742.23,UPI
PAY22891,TRIP22891,786.57,Wallet
PAY22899,TRIP22899,236.5,Card
PAY22902,TRIP22902,454.21,Card
PAY22907,TRIP22907,819.68,UPI
PAY22908,TRIP22908,93.52,Wallet
PAY22909,TRIP22909,678.97,Cash
PAY22915,TRIP22915,933.43,Card
PAY22921,TRIP22921,375.6,UPI
PAY22922,TRIP22922,181.9,UPI
PAY22925,TRIP22925,494.5,Wallet
PAY22927,TRIP22927,57.96,UPI
PAY22930,TRIP22930,521.49,Wallet
PAY22931,TRIP22931,806.97,Wallet
PAY22933,TRIP22933,794.14,Cash
PAY22936,TRIP22936,358.83,UPI
PAY22939,TRIP22939,403.47,Wallet
PAY22941,TRIP22941,563.3,Cash
PAY22944,TRIP22944,188.59,Wallet
PAY22948,TRIP22948,516.81,Card
PAY22950,TRIP22950,907.66,UPI
PAY22952,TRIP22952,175.09,Cash
PAY22953,TRIP22953,532.49,Cash
PAY22954,TRIP22954,77.11,UPI
PAY22955,TRIP22955,324.58,Cash
PAY22956,TRIP22956,750.38,UPI
PAY22958,TRIP22958,801.92,Cash
PAY22959,TRIP22959,540.96,Card
PAY22966,TRIP22966,428.47,Wallet
PAY22968,TRIP22968,829.64,Wallet
PAY22972,TRIP22972,468.3,Card
PAY22973,TRIP22973,775.5,UPI
PAY22975,TRIP22975,188.06,Wallet
PAY22977,TRIP22977,170.08,UPI
PAY22979,TRIP22979,483.51,Card
PAY22985,TRIP22985,291.34,Wallet
PAY22987,TRIP22987,846.47,UPI
PAY22996,TRIP22996,765.05,Wallet
PAY22998,TRIP22998,882.78,Cash
PAY22999,TRIP22999,928.41,Cash
PAY23002,TRIP23002,763.37,Cash
PAY23004,TRIP23004,285.78,Card
PAY23007,TRIP23007,57.88,UPI
PAY23008,TRIP23008,697.04,UPI
PAY23009,TRIP23009,879.49,UPI
PAY23013,TRIP23013,240.14,Card
PAY23015,TRIP23015,202.96,Wallet
PAY23023,TRIP23023,830.53,Card
PAY23024,TRIP23024,210.68,UPI
PAY23026,TRIP23026,194.95,UPI
PAY23027,TRIP23027,839.54,Cash
PAY23029,TRIP23029,508.35,Cash
PAY23037,TRIP23037,122.96,Wallet
PAY23039,TRIP23039,898.15,UPI
PAY23042,TRIP23042,697.19,Wallet
PAY23043,TRIP23043,416.47,Card
PAY23048,TRIP23048,744.9,Cash
PAY23051,TRIP23051,812.16,Wallet
PAY23053,TRIP23053,758.88,Wallet
PAY23060,TRIP23060,199.16,Wallet
PAY23062,TRIP23062,331.75,UPI
PAY23064,TRIP23064,551.38,UPI
PAY23066,TRIP23066,557.06,Wallet
PAY23071,TRIP23071,798.67,Cash
PAY23074,TRIP23074,284.25,Cash
PAY23076,TRIP23076,178.65,Cash
PAY23077,TRIP23077,925.05,Wallet
PAY23078,TRIP23078,771.74,Cash
PAY23080,TRIP23080,518.63,UPI
PAY23082,TRIP23082,132.71,Wallet
PAY23083,TRIP23083,952.76,Card
PAY23084,TRIP23084,91.24,Card
PAY23085,TRIP23085,858.16,Wallet
PAY23086,TRIP23086,913.69,Cash
PAY23088,TRIP23088,753.09,Wallet
PAY23092,TRIP23092,567.77,Wallet
PAY23101,TRIP23101,114.07,Wallet
PAY23106,TRIP23106,820.12,Wallet
PAY23115,TRIP23115,811.09,Wallet
PAY23116,TRIP23116,753.72,Cash
PAY23118,TRIP23118,531.74,Cash
PAY23120,TRIP23120,387.48,Wallet
PAY23123,TRIP23123,554.23,Card
PAY23124,TRIP23124,384.94,Cash
PAY23125,TRIP23125,857.61,Wallet
PAY23135,TRIP23135,489.65,Cash
PAY23136,TRIP23136,344.95,Cash
PAY23138,TRIP23138,93.51,Card
PAY23139,TRIP23139,190.49,UPI
PAY23142,TRIP23142,447.88,Cash
PAY23146,TRIP23146,969.43,UPI
PAY23148,TRIP23148,583.99,Wallet
PAY23149,TRIP23149,763.52,Cash
PAY23154,TRIP23154,580.89,UPI
PAY23160,TRIP23160,564.22,Cash
PAY23163,TRIP23163,699.0,Card
PAY23166,TRIP23166,143.5,UPI
PAY23176,TRIP23176,628.65,Card
PAY23177,TRIP23177,240.14,UPI
PAY23180,TRIP23180,654.31,Wallet
PAY23188,TRIP23188,819.2,UPI
PAY23193,TRIP23193,650.39,Wallet
PAY23196,TRIP23196,177.18,Wallet
PAY23201,TRIP23201,355.35,UPI
PAY23204,TRIP23204,551.7,Wallet
PAY23209,TRIP23209,520.39,UPI
PAY23211,TRIP23211,204.89,Wallet
PAY23213,TRIP23213,582.34,Wallet
PAY23221,TRIP23221,240.17,Wallet
PAY23224,TRIP23224,538.52,Card
PAY23227,TRIP23227,869.58,Cash
PAY23232,TRIP23232,396.79,UPI
PAY23233,TRIP23233,795.26,Wallet
PAY23236,TRIP23236,172.66,Cash
PAY23238,TRIP23238,808.69,Cash
PAY23241,TRIP23241,876.84,UPI
PAY23243,TRIP23243,441.19,UPI
PAY23248,TRIP23248,483.18,Card
PAY23257,TRIP23257,813.15,UPI
PAY23258,TRIP23258,992.93,Wallet
PAY23268,TRIP23268,62.57,Card
PAY23271,TRIP23271,422.89,Card
PAY23275,TRIP23275,818.17,Wallet
PAY23277,TRIP23277,790.54,Card
PAY23278,TRIP23278,652.18,Cash
PAY23282,TRIP23282,139.45,UPI
PAY23295,TRIP23295,298.81,Wallet
PAY23299,TRIP23299,87.69,UPI
PAY23300,TRIP23300,311.58,Cash
PAY23303,TRIP23303,789.22,Wallet
PAY23306,TRIP23306,170.83,Card
PAY23313,TRIP23313,290.79,Card
PAY23314,TRIP23314,317.7,Cash
PAY23317,TRIP23317,540.28,Wallet
PAY23321,TRIP23321,109.95,UPI
PAY23322,TRIP23322,927.74,Card
PAY23323,TRIP23323,704.64,Card
PAY23327,TRIP23327,598.75,Wallet
PAY23334,TRIP23334,373.37,Cash
PAY23344,TRIP23344,50.07,Cash
PAY23345,TRIP23345,158.82,Wallet
PAY23347,TRIP23347,447.47,UPI
PAY23351,TRIP23351,841.03,Cash
PAY23356,TRIP23356,821.48,Wallet
PAY23357,TRIP23357,175.65,UPI
PAY23361,TRIP23361,992.67,Card
PAY23363,TRIP23363,551.16,Card
PAY23367,TRIP23367,736.96,Wallet
PAY23369,TRIP23369,707.52,Wallet
PAY23372,TRIP23372,745.37,Cash
PAY23373,TRIP23373,577.86,Wallet
PAY23374,TRIP23374,507.4,Cash
PAY23375,TRIP23375,803.21,Wallet
PAY23380,TRIP23380,932.71,Wallet
PAY23382,TRIP23382,705.42,Cash
PAY23383,TRIP23383,239.26,Wallet
PAY23384,TRIP23384,512.86,Cash
PAY23390,TRIP23390,751.47,Wallet
PAY23394,TRIP23394,280.6,Wallet
PAY23399,TRIP23399,977.26,Card
PAY23402,TRIP23402,379.32,Card
PAY23405,TRIP23405,101.69,Cash
PAY23411,TRIP23411,213.12,UPI
PAY23413,TRIP23413,697.98,Cash
PAY23414,TRIP23414,711.84,Cash
PAY23416,TRIP23416,790.0,Wallet
PAY23418,TRIP23418,667.1,Card
PAY23421,TRIP23421,447.0,Cash
PAY23426,TRIP23426,590.11,Card
PAY23429,TRIP23429,643.34,Card
PAY23430,TRIP23430,142.93,UPI
PAY23435,TRIP23435,410.42,Card
PAY23437,TRIP23437,171.11,UPI
PAY23438,TRIP23438,268.16,Card
PAY23439,TRIP23439,662.62,UPI
PAY23440,TRIP23440,277.23,Card
PAY23441,TRIP23441,625.64,Card
PAY23442,TRIP23442,945.88,UPI
PAY23444,TRIP23444,670.15,Wallet
PAY23446,TRIP23446,408.47,Cash
PAY23450,TRIP23450,689.83,Wallet
PAY23451,TRIP23451,826.59,Wallet
PAY23452,TRIP23452,776.56,UPI
PAY23455,TRIP23455,709.19,UPI
PAY23465,TRIP23465,237.31,Wallet
PAY23472,TRIP23472,558.6,Card
PAY23479,TRIP23479,527.25,Card
PAY23480,TRIP23480,421.15,Cash
PAY23483,TRIP23483,202.01,UPI
PAY23488,TRIP23488,872.89,Wallet
PAY23489,TRIP23489,539.09,UPI
PAY23492,TRIP23492,953.24,Wallet
PAY23495,TRIP23495,955.47,Wallet
PAY23498,TRIP23498,649.37,Wallet
PAY23500,TRIP23500,230.05,Wallet
PAY23504,TRIP23504,351.17,Wallet
PAY23505,TRIP23505,306.94,UPI
PAY23506,TRIP23506,522.66,Wallet
PAY23513,TRIP23513,583.96,Cash
PAY23514,TRIP23514,627.43,UPI
PAY23516,TRIP23516,989.75,UPI
PAY23519,TRIP23519,91.18,Card
PAY23520,TRIP23520,335.2,UPI
PAY23522,TRIP23522,153.35,Cash
PAY23524,TRIP23524,871.49,Wallet
PAY23525,TRIP23525,939.19,Card
PAY23534,TRIP23534,244.2,Card
PAY23535,TRIP23535,87.06,Wallet
PAY23536,TRIP23536,90.79,UPI
PAY23538,TRIP23538,575.46,UPI
PAY23546,TRIP23546,817.27,Card
PAY23547,TRIP23547,183.74,Card
PAY23548,TRIP23548,466.11,Wallet
PAY23549,TRIP23549,619.11,Wallet
PAY23550,TRIP23550,891.93,Cash
PAY23551,TRIP23551,544.83,Wallet
PAY23552,TRIP23552,742.23,Cash
PAY23553,TRIP23553,151.64,Wallet
PAY23555,TRIP23555,469.14,Wallet
PAY23556,TRIP23556,354.81,UPI
PAY23557,TRIP23557,712.95,UPI
PAY23558,TRIP23558,357.45,Wallet
PAY23565,TRIP23565,364.82,UPI
PAY23572,TRIP23572,108.56,Card
PAY23578,TRIP23578,787.24,Cash
PAY23580,TRIP23580,217.74,UPI
PAY23581,TRIP23581,253.63,Cash
PAY23584,TRIP23584,569.82,UPI
PAY23585,TRIP23585,442.86,Card
PAY23596,TRIP23596,264.72,UPI
PAY23598,TRIP23598,509.81,Cash
PAY23599,TRIP23599,168.29,Cash
PAY23600,TRIP23600,888.89,Cash
PAY23605,TRIP23605,308.54,Wallet
PAY23606,TRIP23606,428.25,Card
PAY23608,TRIP23608,135.3,Cash
PAY23614,TRIP23614,524.17,Cash
PAY23616,TRIP23616,731.4,Card
PAY23618,TRIP23618,324.13,UPI
PAY23619,TRIP23619,167.62,Card
PAY23624,TRIP23624,315.72,Cash
PAY23628,TRIP23628,425.69,Wallet
PAY23631,TRIP23631,424.91,Cash
PAY23632,TRIP23632,378.87,UPI
PAY23633,TRIP23633,411.37,Wallet
PAY23634,TRIP23634,65.25,Cash
PAY23640,TRIP23640,661.24,Cash
PAY23641,TRIP23641,350.11,Card
PAY23645,TRIP23645,76.21,Cash
PAY23648,TRIP23648,457.71,UPI
PAY23652,TRIP23652,926.69,Card
PAY23655,TRIP23655,621.45,Cash
PAY23656,TRIP23656,113.25,Wallet
PAY23658,TRIP23658,361.9,Card
PAY23659,TRIP23659,203.26,UPI
PAY23660,TRIP23660,942.12,Cash
PAY23661,TRIP23661,54.21,Cash
PAY23662,TRIP23662,929.55,Cash
PAY23663,TRIP23663,966.53,Cash
PAY23666,TRIP23666,846.17,UPI
PAY23667,TRIP23667,182.04,Cash
PAY23671,TRIP23671,779.27,UPI
PAY23672,TRIP23672,489.24,Wallet
PAY23674,TRIP23674,439.84,Wallet
PAY23675,TRIP23675,862.35,UPI
PAY23676,TRIP23676,380.14,Wallet
PAY23678,TRIP23678,438.63,Wallet
PAY23679,TRIP23679,598.46,UPI
PAY23680,TRIP23680,407.74,Cash
PAY23685,TRIP23685,556.84,UPI
PAY23687,TRIP23687,952.81,Cash
PAY23690,TRIP23690,118.77,Card
PAY23695,TRIP23695,199.12,Wallet
PAY23699,TRIP23699,314.16,Wallet
PAY23700,TRIP23700,86.16,Cash
PAY23702,TRIP23702,893.21,UPI
PAY23705,TRIP23705,199.4,Cash
PAY23709,TRIP23709,331.66,UPI
PAY23710,TRIP23710,480.76,Card
PAY23711,TRIP23711,736.42,Wallet
PAY23712,TRIP23712,397.92,Wallet
PAY23715,TRIP23715,454.6,Wallet
PAY23716,TRIP23716,696.51,UPI
PAY23719,TRIP23719,966.89,Wallet
PAY23723,TRIP23723,948.56,Cash
PAY23725,TRIP23725,446.6,Cash
PAY23726,TRIP23726,992.87,Card
PAY23728,TRIP23728,746.1,Card
PAY23729,TRIP23729,870.87,Card
PAY23734,TRIP23734,731.73,UPI
PAY23735,TRIP23735,520.69,Card
PAY23736,TRIP23736,213.54,Card
PAY23740,TRIP23740,127.89,Card
PAY23741,TRIP23741,369.58,Wallet
PAY23743,TRIP23743,334.85,UPI
PAY23747,TRIP23747,461.17,UPI
PAY23756,TRIP23756,155.93,Cash
PAY23759,TRIP23759,662.12,UPI
PAY23762,TRIP23762,950.74,Cash
PAY23763,TRIP23763,100.06,Cash
PAY23767,TRIP23767,363.91,Card
PAY23768,TRIP23768,704.12,Wallet
PAY23770,TRIP23770,672.39,Cash
PAY23775,TRIP23775,277.65,Wallet
PAY23776,TRIP23776,817.58,Card
PAY23777,TRIP23777,442.88,UPI
PAY23783,TRIP23783,855.21,Card
PAY23787,TRIP23787,198.49,Card
PAY23790,TRIP23790,601.46,Cash
PAY23791,TRIP23791,424.71,UPI
PAY23793,TRIP23793,305.29,Wallet
PAY23796,TRIP23796,679.84,Cash
PAY23800,TRIP23800,135.8,Card
PAY23801,TRIP23801,161.22,Card
PAY23806,TRIP23806,53.0,UPI
PAY23807,TRIP23807,963.0,UPI
PAY23809,TRIP23809,472.67,UPI
PAY23810,TRIP23810,324.06,Wallet
PAY23811,TRIP23811,890.18,UPI
PAY23812,TRIP23812,573.22,UPI
PAY23827,TRIP23827,334.28,UPI
PAY23830,TRIP23830,576.84,Card
PAY23831,TRIP23831,678.52,Card
PAY23833,TRIP23833,884.49,Wallet
PAY23834,TRIP23834,602.44,UPI
PAY23837,TRIP23837,444.22,UPI
PAY23838,TRIP23838,707.8,Cash
PAY23841,TRIP23841,339.71,Card
PAY23842,TRIP23842,966.95,Card
PAY23844,TRIP23844,758.76,Cash
PAY23845,TRIP23845,289.35,Card
PAY23847,TRIP23847,780.93,Cash
PAY23848,TRIP23848,448.89,UPI
PAY23850,TRIP23850,358.25,Card
PAY23853,TRIP23853,202.21,Wallet
PAY23856,TRIP23856,616.25,Wallet
PAY23857,TRIP23857,637.57,Wallet
PAY23861,TRIP23861,820.16,Cash
PAY23863,TRIP23863,765.9,Cash
PAY23866,TRIP23866,274.27,Card
PAY23872,TRIP23872,254.98,Card
PAY23874,TRIP23874,106.51,Cash
PAY23879,TRIP23879,784.15,UPI
PAY23880,TRIP23880,338.18,UPI
PAY23888,TRIP23888,131.68,Wallet
PAY23892,TRIP23892,461.73,Card
PAY23893,TRIP23893,876.65,UPI
PAY23897,TRIP23897,554.91,Wallet
PAY23899,TRIP23899,129.75,Cash
PAY23900,TRIP23900,298.85,UPI
PAY23901,TRIP23901,573.55,Wallet
PAY23904,TRIP23904,506.87,UPI
PAY23905,TRIP23905,337.75,Card
PAY23907,TRIP23907,436.19,Card
PAY23908,TRIP23908,770.1,Cash
PAY23909,TRIP23909,607.69,Cash
PAY23914,TRIP23914,312.54,Wallet
PAY23922,TRIP23922,331.48,Cash
PAY23923,TRIP23923,812.7,UPI
PAY23928,TRIP23928,706.12,UPI
PAY23929,TRIP23929,638.04,Cash
PAY23932,TRIP23932,234.38,Cash
PAY23933,TRIP23933,728.97,UPI
PAY23934,TRIP23934,572.18,UPI
PAY23935,TRIP23935,657.33,UPI
PAY23937,TRIP23937,254.27,UPI
PAY23940,TRIP23940,799.42,Cash
PAY23948,TRIP23948,628.56,Cash
PAY23950,TRIP23950,817.35,UPI
PAY23952,TRIP23952,154.29,UPI
PAY23957,TRIP23957,549.43,Cash
PAY23958,TRIP23958,356.84,Wallet
PAY23963,TRIP23963,184.85,UPI
PAY23964,TRIP23964,203.39,Cash
PAY23966,TRIP23966,946.43,UPI
PAY23967,TRIP23967,79.98,UPI
PAY23970,TRIP23970,334.71,Wallet
PAY23971,TRIP23971,536.39,Wallet
PAY23979,TRIP23979,573.86,UPI
PAY23983,TRIP23983,722.19,Wallet
PAY23987,TRIP23987,615.08,UPI
PAY23991,TRIP23991,633.23,UPI
PAY23992,TRIP23992,51.17,Wallet
PAY23995,TRIP23995,943.89,UPI
PAY23996,TRIP23996,552.91,UPI
PAY23998,TRIP23998,270.12,Cash
PAY24004,TRIP24004,602.88,Cash
PAY24007,TRIP24007,320.21,Cash
PAY24008,TRIP24008,489.2,Cash
PAY24009,TRIP24009,590.97,Cash
PAY24015,TRIP24015,455.68,Wallet
PAY24016,TRIP24016,367.59,Card
PAY24019,TRIP24019,631.86,Card
PAY24021,TRIP24021,239.13,Wallet
PAY24023,TRIP24023,766.59,Card
