payment_id,trip_id,trip_fare,mode_of_payment
PAY22616,TRIP22616,512.86,Cash
PAY22617,TRIP22617,430.96,UPI
PAY22618,TRIP22618,63.19,Card
PAY22619,TRIP22619,891.37,Wallet
PAY22620,TRIP22620,934.85,Wallet
PAY22621,TRIP22621,794.51,UPI
PAY22622,TRIP22622,988.41,Card
PAY22623,TRIP22623,237.1,Wallet
PAY22624,TRIP22624,991.55,Card
PAY22625,TRIP22625,837.95,Card
PAY22626,TRIP22626,544.78,Cash
PAY22627,TRIP22627,174.11,Wallet
PAY22628,TRIP22628,733.97,Wallet
PAY22629,TRIP22629,537.54,Cash
PAY22630,TRIP22630,513.13,Card
PAY22631,TRIP22631,947.14,UPI
PAY22632,TRIP22632,382.35,Cash
PAY22633,TRIP22633,726.06,Card
PAY22634,TRIP22634,471.8,Card
PAY22635,TRIP22635,134.72,UPI
PAY22636,TRIP22636,92.3,Cash
PAY22637,TRIP22637,543.7,Cash
PAY22638,TRIP22638,124.61,UPI
PAY22639,TRIP22639,822.83,Cash
PAY22640,TRIP22640,984.79,Card
PAY22641,TRIP22641,228.15,UPI
PAY22642,TRIP22642,338.56,Cash
PAY22643,TRIP22643,342.1,Cash
PAY22644,TRIP22644,289.25,Cash
PAY22645,TRIP22645,65.2,Wallet
PAY22646,TRIP22646,591.54,UPI
PAY22647,TRIP22647,811.81,Card
PAY22648,TRIP22648,103.98,Cash
PAY22649,TRIP22649,807.05,Card
PAY22650,TRIP22650,165.04,Wallet
PAY22651,TRIP22651,841.86,Wallet
PAY22652,TRIP22652,520.18,Card
PAY22653,TRIP22653,80.85,Card
PAY22654,TRIP22654,682.08,Wallet
PAY22655,TRIP22655,355.44,Card
PAY22656,TRIP22656,241.43,Wallet
PAY22657,TRIP22657,186,Cash
PAY22658,TRIP22658,54.9,Wallet
PAY22659,TRIP22659,965.72,Cash
PAY22660,TRIP22660,260.99,UPI
PAY22661,TRIP22661,65.21,Card
PAY22662,TRIP22662,130.75,Cash
PAY22663,TRIP22663,707.39,Card
PAY22664,TRIP22664,174.91,Cash
PAY22665,TRIP22665,554.82,Cash
PAY22666,TRIP22666,120.36,Wallet
PAY22667,TRIP22667,584.8,Wallet
PAY22668,TRIP22668,352.58,Card
PAY22669,TRIP22669,904.52,Card
PAY22670,TRIP22670,51.68,UPI
PAY22671,TRIP22671,489.33,Card
PAY22672,TRIP22672,53.03,Cash
PAY22673,TRIP22673,553.6,Cash
PAY22674,TRIP22674,278.76,Cash
PAY22675,TRIP22675,581.76,Cash
PAY22676,TRIP22676,117.54,Wallet
PAY22677,TRIP22677,68.78,Cash
PAY22678,TRIP22678,576.38,Cash
PAY22679,TRIP22679,920.41,Wallet
PAY22680,TRIP22680,163.94,UPI
PAY22681,TRIP22681,641.41,UPI
PAY22682,TRIP22682,659.45,Cash
PAY22683,TRIP22683,283.26,UPI
PAY22684,TRIP22684,317.17,Cash
PAY22685,TRIP22685,389.8,Card
PAY22686,TRIP22686,359.97,Cash
PAY22687,TRIP22687,974.27,UPI
PAY22688,TRIP22688,139.19,Card
PAY22689,TRIP22689,131.06,UPI
PAY22690,TRIP22690,706.73,Card
PAY22691,TRIP22691,667.19,Card
PAY22692,TRIP22692,713.01,Cash
PAY22693,TRIP22693,53.36,UPI
PAY22694,TRIP22694,944.62,Wallet
PAY22695,TRIP22695,958.82,Wallet
PAY22696,TRIP22696,898.58,UPI
PAY22697,TRIP22697,776.38,Wallet
PAY22698,TRIP22698,455.95,Wallet
PAY22699,TRIP22699,458.56,Card
PAY22700,TRIP22700,449.59,Cash
PAY22701,TRIP22701,402.29,Card
PAY22702,TRIP22702,227.84,UPI
PAY22703,TRIP22703,517.94,Wallet
PAY22704,TRIP22704,558.99,UPI
PAY22705,TRIP22705,748.7,Wallet
PAY22706,TRIP22706,415.02,Wallet
PAY22707,TRIP22707,78.94,UPI
PAY22708,TRIP22708,636.51,Wallet
PAY22709,TRIP22709,337.74,Card
PAY22710,TRIP22710,640.76,Card
PAY22711,TRIP22711,999.36,Card
PAY22712,TRIP22712,207.64,Card
PAY22713,TRIP22713,969.15,Cash
PAY22714,TRIP22714,969.79,UPI
PAY22715,TRIP22715,892.48,UPI
PAY22716,TRIP22716,466.23,Wallet
PAY22717,TRIP22717,948.65,UPI
PAY22718,TRIP22718,741.37,Wallet
PAY22719,TRIP22719,888.74,Cash
PAY22720,TRIP22720,606.26,Cash
PAY22721,TRIP22721,856.6,Cash
PAY22722,TRIP22722,713.35,UPI
PAY22723,TRIP22723,518.7,Wallet
PAY22724,TRIP22724,309.85,Wallet
PAY22725,TRIP22725,419.8,Cash
PAY22726,TRIP22726,648.37,Wallet
PAY22727,TRIP22727,345.29,Cash
PAY22728,TRIP22728,981.11,Wallet
PAY22729,TRIP22729,473.4,Cash
PAY22730,TRIP22730,976.5,UPI
PAY22731,TRIP22731,901.06,Card
PAY22732,TRIP22732,344.74,Wallet
PAY22733,TRIP22733,337.19,Wallet
PAY22734,TRIP22734,120.42,Wallet
PAY22735,TRIP22735,476.19,Cash
PAY22736,TRIP22736,965.38,Card
PAY22737,TRIP22737,682.68,UPI
PAY22738,TRIP22738,544.03,Wallet
PAY22739,TRIP22739,589.31,UPI
PAY22740,TRIP22740,515.88,UPI
PAY22741,TRIP22741,840.62,Wallet
PAY22742,TRIP22742,800.47,Cash
PAY22743,TRIP22743,592.2,Wallet
PAY22744,TRIP22744,785.23,UPI
PAY22745,TRIP22745,345.33,Wallet
PAY22746,TRIP22746,893.1,Wallet
PAY22747,TRIP22747,118.76,Card
PAY22748,TRIP22748,702.94,UPI
PAY22749,TRIP22749,61.18,Card
PAY22750,TRIP22750,770.78,Wallet
PAY22751,TRIP22751,621.72,UPI
PAY22752,TRIP22752,226.2,Cash
PAY22753,TRIP22753,743.88,Card
PAY22754,TRIP22754,589.74,UPI
PAY22755,TRIP22755,181.65,Card
PAY22756,TRIP22756,521.78,Cash
PAY22757,TRIP22757,839.52,Cash
PAY22758,TRIP22758,512.43,UPI
PAY22759,TRIP22759,241.08,Cash
PAY22760,TRIP22760,460.29,Cash
PAY22761,TRIP22761,982.96,Cash
PAY22762,TRIP22762,354.82,Wallet
PAY22763,TRIP22763,404.92,Cash
PAY22764,TRIP22764,704.55,Wallet
PAY22765,TRIP22765,161.65,Wallet
PAY22766,TRIP22766,87.85,Cash
PAY22767,TRIP22767,859.38,UPI
PAY22768,TRIP22768,988.52,Wallet
PAY22769,TRIP22769,942.57,Card
PAY22770,TRIP22770,395.24,Cash
PAY22771,TRIP22771,819.14,Wallet
PAY22772,TRIP22772,638.93,Cash
PAY22773,TRIP22773,260.36,Cash
PAY22774,TRIP22774,620.5,Wallet
PAY22775,TRIP22775,253.71,Cash
PAY22776,TRIP22776,708.5,Wallet
PAY22777,TRIP22777,451.14,UPI
PAY22778,TRIP22778,593.82,Cash
PAY22779,TRIP22779,341.11,UPI
PAY22780,TRIP22780,783.91,Wallet
PAY22781,TRIP22781,217.64,UPI
PAY22782,TRIP22782,332.08,Wallet
PAY22783,TRIP22783,977.27,Cash
PAY22784,TRIP22784,388.84,Cash
PAY22785,TRIP22785,442.06,Card
PAY22786,TRIP22786,342.17,Card
PAY22787,TRIP22787,472.47,Card
PAY22788,TRIP22788,682.6,UPI
PAY22789,TRIP22789,953.41,UPI
PAY22790,TRIP22790,257.18,Card
PAY22791,TRIP22791,116.05,Cash
PAY22792,TRIP22792,586.08,Card
PAY22793,TRIP22793,829.33,Card
PAY22794,TRIP22794,500.54,Cash
PAY22795,TRIP22795,524.16,Card
PAY22796,TRIP22796,719.62,Wallet
PAY22797,TRIP22797,90.6,Cash
PAY22798,TRIP22798,196.39,Card
PAY22799,TRIP22799,693.64,Cash
PAY22800,TRIP22800,414.76,Card
PAY22801,TRIP22801,741.07,Card
PAY22802,TRIP22802,315.49,Cash
PAY22803,TRIP22803,740.37,UPI
PAY22804,TRIP22804,725.7,Card
PAY22805,TRIP22805,622.01,Card
PAY22806,TRIP22806,876.88,UPI
PAY22807,TRIP22807,725.23,Wallet
PAY22808,TRIP22808,790.3,Card
PAY22809,TRIP22809,307.77,Card
PAY22810,TRIP22810,238.95,Wallet
PAY22811,TRIP22811,580.59,UPI
PAY22812,TRIP22812,234.5,Cash
PAY22813,TRIP22813,61,UPI
PAY22814,TRIP22814,642.85,Cash
PAY22815,TRIP22815,328,Wallet
PAY22816,TRIP22816,390.66,UPI
PAY22817,TRIP22817,874.05,UPI
PAY22818,TRIP22818,812.79,UPI
PAY22819,TRIP22819,277.17,Wallet
PAY22820,TRIP22820,674.99,UPI
PAY22821,TRIP22821,687.15,Cash
PAY22822,TRIP22822,510.13,UPI
PAY22823,TRIP22823,772.25,Cash
PAY22824,TRIP22824,90.21,Card
PAY22825,TRIP22825,875,Card
PAY22826,TRIP22826,180.88,Cash
PAY22827,TRIP22827,316.88,Cash
PAY22828,TRIP22828,439.31,Card
PAY22829,TRIP22829,116.59,Card
PAY22830,TRIP22830,567.58,Wallet
PAY22831,TRIP22831,188.81,Wallet
PAY22832,TRIP22832,807.53,Cash
PAY22833,TRIP22833,945.67,Wallet
PAY22834,TRIP22834,891.29,Cash
PAY22835,TRIP22835,904.18,Cash
PAY22836,TRIP22836,441.14,Wallet
PAY22837,TRIP22837,898.86,Cash
PAY22838,TRIP22838,802.05,Cash
PAY22839,TRIP22839,243.19,Card
PAY22840,TRIP22840,372.57,UPI
PAY22841,TRIP22841,849.97,Cash
PAY22842,TRIP22842,858.03,UPI
PAY22843,TRIP22843,943.81,Card
PAY22844,TRIP22844,961.61,Cash
PAY22845,TRIP22845,296.02,Wallet
PAY22846,TRIP22846,416.44,Card
PAY22847,TRIP22847,307.33,UPI
PAY22848,TRIP22848,986.49,UPI
PAY22849,TRIP22849,212.21,Wallet
PAY22850,TRIP22850,265.38,Cash
PAY22851,TRIP22851,146.43,Wallet
PAY22852,TRIP22852,843.61,Wallet
PAY22853,TRIP22853,188.6,Card
PAY22854,TRIP22854,464.29,Cash
PAY22855,TRIP22855,552.38,Cash
PAY22856,TRIP22856,460.9,UPI
PAY22857,TRIP22857,218.61,Card
PAY22858,TRIP22858,708.82,Cash
PAY22859,TRIP22859,839.63,Cash
PAY22860,TRIP22860,944.45,Card
PAY22861,TRIP22861,892.16,Cash
PAY22862,TRIP22862,74.82,UPI
PAY22863,TRIP22863,141.58,Card
PAY22864,TRIP22864,956.15,Card
PAY22865,TRIP22865,621.67,Cash
PAY22866,TRIP22866,360.72,Wallet
PAY22867,TRIP22867,753.85,Wallet
PAY22868,TRIP22868,756.21,Card
PAY22869,TRIP22869,87.44,Wallet
PAY22870,TRIP22870,901.1,Wallet
PAY22871,TRIP22871,904.03,UPI
PAY22872,TRIP22872,519.5,UPI
PAY22873,TRIP22873,457.65,Wallet
PAY22874,TRIP22874,810.45,Card
PAY22875,TRIP22875,210.05,Cash
PAY22876,TRIP22876,913.47,Card
PAY22877,TRIP22877,796.08,Card
PAY22878,TRIP22878,236.46,Card
PAY22879,TRIP22879,718.98,Cash
PAY22880,TRIP22880,474.85,UPI
PAY22881,TRIP22881,980.49,Wallet
PAY22882,TRIP22882,548.35,Wallet
PAY22883,TRIP22883,810.69,Cash
PAY22884,TRIP22884,273.45,Cash
PAY22885,TRIP22885,507.51,UPI
PAY22886,TRIP22886,185.77,Card
PAY22887,TRIP22887,737.81,Wallet
PAY22888,TRIP22888,742.23,UPI
PAY22889,TRIP22889,947.46,UPI
PAY22890,TRIP22890,129.05,Wallet
PAY22891,TRIP22891,786.57,Wallet
PAY22892,TRIP22892,106.74,Wallet
PAY22893,TRIP22893,997.23,Cash
PAY22894,TRIP22894,953.66,Wallet
PAY22895,TRIP22895,905.23,Wallet
PAY22896,TRIP22896,137.76,UPI
PAY22897,TRIP22897,866.57,Wallet
PAY22898,TRIP22898,964.99,Wallet
PAY22899,TRIP22899,236.5,Card
PAY22900,TRIP22900,67.9,Wallet
PAY22901,TRIP22901,303.38,UPI
PAY22902,TRIP22902,454.21,Card
PAY22903,TRIP22903,792.47,Cash
PAY22904,TRIP22904,591.59,Card
PAY22905,TRIP22905,106.17,Cash
PAY22906,TRIP22906,757.98,Card
PAY22907,TRIP22907,819.68,UPI
PAY22908,TRIP22908,93.52,Wallet
PAY22909,TRIP22909,678.97,Cash
PAY22910,TRIP22910,835.06,Wallet
PAY22911,TRIP22911,685.32,Card
PAY22912,TRIP22912,732.47,Card
PAY22913,TRIP22913,253.23,UPI
PAY22914,TRIP22914,382.5,Wallet
PAY22915,TRIP22915,933.43,Card
PAY22916,TRIP22916,991.02,UPI
PAY22917,TRIP22917,776.01,Wallet
PAY22918,TRIP22918,799.3,Wallet
PAY22919,TRIP22919,944.13,Wallet
PAY22920,TRIP22920,406.44,Cash
PAY22921,TRIP22921,375.6,UPI
PAY22922,TRIP22922,181.9,UPI
PAY22923,TRIP22923,333.91,Card
PAY22924,TRIP22924,534.93,Cash
PAY22925,TRIP22925,494.5,Wallet
PAY22926,TRIP22926,421.7,Cash
PAY22927,TRIP22927,57.96,UPI
PAY22928,TRIP22928,317.18,Wallet
PAY22929,TRIP22929,103.58,Cash
PAY22930,TRIP22930,521.49,Wallet
PAY22931,TRIP22931,806.97,Wallet
PAY22932,TRIP22932,895.21,UPI
PAY22933,TRIP22933,794.14,Cash
PAY22934,TRIP22934,883.33,Wallet
PAY22935,TRIP22935,553.82,Card
PAY22936,TRIP22936,358.83,UPI
PAY22937,TRIP22937,783.04,UPI
PAY22938,TRIP22938,352.92,Card
PAY22939,TRIP22939,403.47,Wallet
PAY22940,TRIP22940,345.26,Cash
PAY22941,TRIP22941,563.3,Cash
PAY22942,TRIP22942,465.34,Cash
PAY22943,TRIP22943,525.13,Wallet
PAY22944,TRIP22944,188.59,Wallet
PAY22945,TRIP22945,995.78,Cash
PAY22946,TRIP22946,180.77,Card
PAY22947,TRIP22947,260.42,Wallet
PAY22948,TRIP22948,516.81,Card
PAY22949,TRIP22949,233.13,Card
PAY22950,TRIP22950,907.66,UPI
PAY22951,TRIP22951,789.84,Card
PAY22952,TRIP22952,175.09,Cash
PAY22953,TRIP22953,532.49,Cash
PAY22954,TRIP22954,77.11,UPI
PAY22955,TRIP22955,324.58,Cash
PAY22956,TRIP22956,750.38,UPI
PAY22957,TRIP22957,986.24,UPI
PAY22958,TRIP22958,801.92,Cash
PAY22959,TRIP22959,540.96,Card
PAY22960,TRIP22960,68.9,Wallet
PAY22961,TRIP22961,839.63,Card
PAY22962,TRIP22962,124.11,Card
PAY22963,TRIP22963,993.34,Wallet
PAY22964,TRIP22964,376.03,UPI
PAY22965,TRIP22965,863.86,Card
PAY22966,TRIP22966,428.47,Wallet
PAY22967,TRIP22967,993.51,UPI
PAY22968,TRIP22968,829.64,Wallet
PAY22969,TRIP22969,676.94,Card
PAY22970,TRIP22970,263.65,Cash
PAY22971,TRIP22971,981.56,Card
PAY22972,TRIP22972,468.3,Card
PAY22973,TRIP22973,775.5,UPI
PAY22974,TRIP22974,351.25,UPI
PAY22975,TRIP22975,188.06,Wallet
PAY22976,TRIP22976,840.69,UPI
PAY22977,TRIP22977,170.08,UPI
PAY22978,TRIP22978,672.64,Cash
PAY22979,TRIP22979,483.51,Card
PAY22980,TRIP22980,263.71,Wallet
PAY22981,TRIP22981,758.72,Cash
PAY22982,TRIP22982,606.34,Cash
PAY22983,TRIP22983,567.3,UPI
PAY22984,TRIP22984,870.91,Wallet
PAY22985,TRIP22985,291.34,Wallet
PAY22986,TRIP22986,437.93,Wallet
PAY22987,TRIP22987,846.47,UPI
PAY22988,TRIP22988,880.01,UPI
PAY22989,TRIP22989,929.6,Cash
PAY22990,TRIP22990,283.76,Wallet
PAY22991,TRIP22991,569.34,Wallet
PAY22992,TRIP22992,602.19,UPI
PAY22993,TRIP22993,539.46,Wallet
PAY22994,TRIP22994,818.13,UPI
PAY22995,TRIP22995,720.25,Wallet
PAY22996,TRIP22996,765.05,Wallet
PAY22997,TRIP22997,923.44,Wallet
PAY22998,TRIP22998,882.78,Cash
PAY22999,TRIP22999,928.41,Cash
PAY23000,TRIP23000,545.28,Wallet
PAY23001,TRIP23001,320.79,UPI
PAY23002,TRIP23002,763.37,Cash
PAY23003,TRIP23003,622.39,Wallet
PAY23004,TRIP23004,285.78,Card
PAY23005,TRIP23005,715.21,Wallet
PAY23006,TRIP23006,97.08,Card
PAY23007,TRIP23007,57.88,UPI
PAY23008,TRIP23008,697.04,UPI
PAY23009,TRIP23009,879.49,UPI
PAY23010,TRIP23010,747.06,UPI
PAY23011,TRIP23011,906.79,Wallet
PAY23012,TRIP23012,179.76,Cash
PAY23013,TRIP23013,240.14,Card
PAY23014,TRIP23014,376.65,Cash
PAY23015,TRIP23015,202.96,Wallet
PAY23016,TRIP23016,63.53,Wallet
PAY23017,TRIP23017,765.83,Cash
PAY23018,TRIP23018,259.31,Cash
PAY23019,TRIP23019,720.36,Wallet
PAY23020,TRIP23020,901.6,UPI
PAY23021,TRIP23021,414.85,Wallet
PAY23022,TRIP23022,258.69,UPI
PAY23023,TRIP23023,830.53,Card
PAY23024,TRIP23024,210.68,UPI
PAY23025,TRIP23025,798.89,UPI
PAY23026,TRIP23026,194.95,UPI
PAY23027,TRIP23027,839.54,Cash
PAY23028,TRIP23028,340.21,Wallet
PAY23029,TRIP23029,508.35,Cash
PAY23030,TRIP23030,60.15,Cash
PAY23031,TRIP23031,935.45,Wallet
PAY23032,TRIP23032,579.38,Card
PAY23033,TRIP23033,886.65,Wallet
PAY23034,TRIP23034,221.49,UPI
PAY23035,TRIP23035,406.67,Card
PAY23036,TRIP23036,610.54,Wallet
PAY23037,TRIP23037,122.96,Wallet
PAY23038,TRIP23038,639.81,Wallet
PAY23039,TRIP23039,898.15,UPI
PAY23040,TRIP23040,203.99,Wallet
PAY23041,TRIP23041,995.23,Cash
PAY23042,TRIP23042,697.19,Wallet
PAY23043,TRIP23043,416.47,Card
PAY23044,TRIP23044,379.61,Cash
PAY23045,TRIP23045,853.91,UPI
PAY23046,TRIP23046,959.78,Card
PAY23047,TRIP23047,967.2,Card
PAY23048,TRIP23048,744.9,Cash
PAY23049,TRIP23049,946.24,Cash
PAY23050,TRIP23050,366.7,UPI
PAY23051,TRIP23051,812.16,Wallet
PAY23052,TRIP23052,223.27,Cash
PAY23053,TRIP23053,758.88,Wallet
PAY23054,TRIP23054,85.91,Wallet
PAY23055,TRIP23055,393.09,UPI
PAY23056,TRIP23056,160.59,Wallet
PAY23057,TRIP23057,472.39,UPI
PAY23058,TRIP23058,964,Cash
PAY23059,TRIP23059,346.55,Cash
PAY23060,TRIP23060,199.16,Wallet
PAY23061,TRIP23061,546.49,UPI
PAY23062,TRIP23062,331.75,UPI
PAY23063,TRIP23063,414.13,UPI
PAY23064,TRIP23064,551.38,UPI
PAY23065,TRIP23065,196.7,Wallet
PAY23066,TRIP23066,557.06,Wallet
PAY23067,TRIP23067,132.45,Card
PAY23068,TRIP23068,998.65,UPI
PAY23069,TRIP23069,978.05,Card
PAY23070,TRIP23070,587.99,Cash
PAY23071,TRIP23071,798.67,Cash
PAY23072,TRIP23072,101.81,UPI
PAY23073,TRIP23073,577.64,UPI
PAY23074,TRIP23074,284.25,Cash
PAY23075,TRIP23075,409.06,Cash
PAY23076,TRIP23076,178.65,Cash
PAY23077,TRIP23077,925.05,Wallet
PAY23078,TRIP23078,771.74,Cash
PAY23079,TRIP23079,657.18,Wallet
PAY23080,TRIP23080,518.63,UPI
PAY23081,TRIP23081,221.84,Card
PAY23082,TRIP23082,132.71,Wallet
PAY23083,TRIP23083,952.76,Card
PAY23084,TRIP23084,91.24,Card
PAY23085,TRIP23085,858.16,Wallet
PAY23086,TRIP23086,913.69,Cash
PAY23087,TRIP23087,685.52,UPI
PAY23088,TRIP23088,753.09,Wallet
PAY23089,TRIP23089,851.81,Wallet
PAY23090,TRIP23090,831.79,Cash
PAY23091,TRIP23091,386.71,Card
PAY23092,TRIP23092,567.77,Wallet
PAY23093,TRIP23093,667.24,Wallet
PAY23094,TRIP23094,714.43,Cash
PAY23095,TRIP23095,796.77,Card
PAY23096,TRIP23096,944.11,Cash
PAY23097,TRIP23097,584.76,Card
PAY23098,TRIP23098,143.6,UPI
PAY23099,TRIP23099,425.14,Wallet
PAY23100,TRIP23100,257.91,UPI
PAY23101,TRIP23101,114.07,Wallet
PAY23102,TRIP23102,581.6,Card
PAY23103,TRIP23103,910.44,Wallet
PAY23104,TRIP23104,784.4,Card
PAY23105,TRIP23105,158.34,UPI
PAY23106,TRIP23106,820.12,Wallet
PAY23107,TRIP23107,931.27,Wallet
PAY23108,TRIP23108,216.09,Cash
PAY23109,TRIP23109,897.66,UPI
PAY23110,TRIP23110,424.36,Cash
PAY23111,TRIP23111,596.07,Cash
PAY23112,TRIP23112,899.54,Wallet
PAY23113,TRIP23113,918.12,Wallet
PAY23114,TRIP23114,65.65,Cash
PAY23115,TRIP23115,811.09,Wallet
PAY23116,TRIP23116,753.72,Cash
PAY23117,TRIP23117,657.68,Wallet
PAY23118,TRIP23118,531.74,Cash
PAY23119,TRIP23119,426.79,UPI
PAY23120,TRIP23120,387.48,Wallet
PAY23121,TRIP23121,315.38,Card
PAY23122,TRIP23122,161.27,UPI
PAY23123,TRIP23123,554.23,Card
PAY23124,TRIP23124,384.94,Cash
PAY23125,TRIP23125,857.61,Wallet
PAY23126,TRIP23126,757.52,Card
PAY23127,TRIP23127,791.43,Card
PAY23128,TRIP23128,926.03,Card
PAY23129,TRIP23129,723.26,UPI
PAY23130,TRIP23130,606.96,Card
PAY23131,TRIP23131,958.86,UPI
PAY23132,TRIP23132,556.59,Wallet
PAY23133,TRIP23133,854.57,Card
PAY23134,TRIP23134,471.02,UPI
PAY23135,TRIP23135,489.65,Cash
PAY23136,TRIP23136,344.95,Cash
PAY23137,TRIP23137,641.39,Cash
PAY23138,TRIP23138,93.51,Card
PAY23139,TRIP23139,190.49,UPI
PAY23140,TRIP23140,298.62,Wallet
PAY23141,TRIP23141,516.63,Wallet
PAY23142,TRIP23142,447.88,Cash
PAY23143,TRIP23143,624.78,Wallet
PAY23144,TRIP23144,144.57,Card
PAY23145,TRIP23145,100.99,Wallet
PAY23146,TRIP23146,969.43,UPI
PAY23147,TRIP23147,856.01,UPI
PAY23148,TRIP23148,583.99,Wallet
PAY23149,TRIP23149,763.52,Cash
PAY23150,TRIP23150,296.5,UPI
PAY23151,TRIP23151,670.74,Card
PAY23152,TRIP23152,262.59,Cash
PAY23153,TRIP23153,74.6,UPI
PAY23154,TRIP23154,580.89,UPI
PAY23155,TRIP23155,913.33,Wallet
PAY23156,TRIP23156,77.3,Card
PAY23157,TRIP23157,392.96,Wallet
PAY23158,TRIP23158,143.36,Cash
PAY23159,TRIP23159,595.6,UPI
PAY23160,TRIP23160,564.22,Cash
PAY23161,TRIP23161,297.03,UPI
PAY23162,TRIP23162,432.73,Cash
PAY23163,TRIP23163,699,Card
PAY23164,TRIP23164,779.67,Card
PAY23165,TRIP23165,451.56,Wallet
PAY23166,TRIP23166,143.5,UPI
PAY23167,TRIP23167,129.57,Wallet
PAY23168,TRIP23168,284.71,Cash
PAY23169,TRIP23169,557.59,Wallet
PAY23170,TRIP23170,505.38,UPI
PAY23171,TRIP23171,804.47,Card
PAY23172,TRIP23172,288.6,Card
PAY23173,TRIP23173,727.8,Wallet
PAY23174,TRIP23174,278.95,Cash
PAY23175,TRIP23175,454.69,Wallet
PAY23176,TRIP23176,628.65,Card
PAY23177,TRIP23177,240.14,UPI
PAY23178,TRIP23178,839.7,Wallet
PAY23179,TRIP23179,525.74,UPI
PAY23180,TRIP23180,654.31,Wallet
PAY23181,TRIP23181,257.27,Wallet
PAY23182,TRIP23182,947.16,Cash
PAY23183,TRIP23183,834.16,Card
PAY23184,TRIP23184,602.11,UPI
PAY23185,TRIP23185,954.95,Cash
PAY23186,TRIP23186,124.72,UPI
PAY23187,TRIP23187,502.26,Wallet
PAY23188,TRIP23188,819.2,UPI
PAY23189,TRIP23189,271.74,UPI
PAY23190,TRIP23190,692.64,Cash
PAY23191,TRIP23191,378.79,Wallet
PAY23192,TRIP23192,806.95,UPI
PAY23193,TRIP23193,650.39,Wallet
PAY23194,TRIP23194,831.64,Wallet
PAY23195,TRIP23195,909,Card
PAY23196,TRIP23196,177.18,Wallet
PAY23197,TRIP23197,722.2,Wallet
PAY23198,TRIP23198,911.76,Wallet
PAY23199,TRIP23199,483.06,Card
PAY23200,TRIP23200,209.55,Cash
PAY23201,TRIP23201,355.35,UPI
PAY23202,TRIP23202,487.82,Card
PAY23203,TRIP23203,610.12,UPI
PAY23204,TRIP23204,551.7,Wallet
PAY23205,TRIP23205,178.7,Card
PAY23206,TRIP23206,642.93,UPI
PAY23207,TRIP23207,63.54,Wallet
PAY23208,TRIP23208,125.86,Wallet
PAY23209,TRIP23209,520.39,UPI
PAY23210,TRIP23210,913.58,Cash
PAY23211,TRIP23211,204.89,Wallet
PAY23212,TRIP23212,638.38,Card
PAY23213,TRIP23213,582.34,Wallet
PAY23214,TRIP23214,201.56,Cash
PAY23215,TRIP23215,452.83,Cash
PAY23216,TRIP23216,230.84,Cash
PAY23217,TRIP23217,163.23,UPI
PAY23218,TRIP23218,470.47,Cash
PAY23219,TRIP23219,749.59,UPI
PAY23220,TRIP23220,671.36,Wallet
PAY23221,TRIP23221,240.17,Wallet
PAY23222,TRIP23222,777.69,Card
PAY23223,TRIP23223,156.31,Cash
PAY23224,TRIP23224,538.52,Card
PAY23225,TRIP23225,708.92,Card
PAY23226,TRIP23226,518.2,UPI
PAY23227,TRIP23227,869.58,Cash
PAY23228,TRIP23228,389.75,Cash
PAY23229,TRIP23229,935.18,UPI
PAY23230,TRIP23230,93.07,Card
PAY23231,TRIP23231,763.65,Cash
PAY23232,TRIP23232,396.79,UPI
PAY23233,TRIP23233,795.26,Wallet
PAY23234,TRIP23234,511.48,Wallet
PAY23235,TRIP23235,187.78,Wallet
PAY23236,TRIP23236,172.66,Cash
PAY23237,TRIP23237,651.49,Cash
PAY23238,TRIP23238,808.69,Cash
PAY23239,TRIP23239,605.57,Wallet
PAY23240,TRIP23240,351.33,UPI
PAY23241,TRIP23241,876.84,UPI
PAY23242,TRIP23242,946.27,Cash
PAY23243,TRIP23243,441.19,UPI
PAY23244,TRIP23244,821.18,Cash
PAY23245,TRIP23245,678.71,Cash
PAY23246,TRIP23246,281.19,UPI
PAY23247,TRIP23247,468.83,Card
PAY23248,TRIP23248,483.18,Card
PAY23249,TRIP23249,727.24,Card
PAY23250,TRIP23250,599.68,Wallet
PAY23251,TRIP23251,247.14,UPI
PAY23252,TRIP23252,471.07,Card
PAY23253,TRIP23253,289.28,Wallet
PAY23254,TRIP23254,149.54,Wallet
PAY23255,TRIP23255,927.28,UPI
PAY23256,TRIP23256,77.32,UPI
PAY23257,TRIP23257,813.15,UPI
PAY23258,TRIP23258,992.93,Wallet
PAY23259,TRIP23259,840.7,UPI
PAY23260,TRIP23260,429.15,Cash
PAY23261,TRIP23261,473.54,Wallet
PAY23262,TRIP23262,107.24,Cash
PAY23263,TRIP23263,274.42,Cash
PAY23264,TRIP23264,586.06,Wallet
PAY23265,TRIP23265,487.93,Cash
PAY23266,TRIP23266,557.98,UPI
PAY23267,TRIP23267,576.47,Cash
PAY23268,TRIP23268,62.57,Card
PAY23269,TRIP23269,829.8,Card
PAY23270,TRIP23270,421.21,Card
PAY23271,TRIP23271,422.89,Card
PAY23272,TRIP23272,126.49,Wallet
PAY23273,TRIP23273,96.99,Cash
PAY23274,TRIP23274,482.99,UPI
PAY23275,TRIP23275,818.17,Wallet
PAY23276,TRIP23276,392.85,Wallet
PAY23277,TRIP23277,790.54,Card
PAY23278,TRIP23278,652.18,Cash
